Index	Reagents	Products	Rule
882_0	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)=O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
884_0	['C(C(C(C(C)=O)=O)(CO)O)(O)=O']	['O', 'C(C(C(C(CO)=O)=O)=O)(C)=O']	Benzilic Acid Rearrangement (inverse)
885_0	['C(C(C(C(CO)=O)=O)(C)O)(O)=O']	['O', 'C(C(C(C(CO)=O)=O)=O)(C)=O']	Benzilic Acid Rearrangement (inverse)
886_0	['C(C(C(C(C(C)=O)=O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)=O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
888_0	['C(C(C)(CCO)O)(O)=O']	['O', 'C(C(C)=O)(CCO)=O']	Benzilic Acid Rearrangement (inverse)
890_0	['C(C(C)(CC(O)=O)O)(O)=O']	['O', 'C(CC(C(C)=O)=O)(O)=O']	Benzilic Acid Rearrangement (inverse)
892_0	['C(C(CO)(C(CC(C)O)O)O)(O)=O']	['O', 'C(C(CO)=O)(C(CC(C)O)O)=O']	Benzilic Acid Rearrangement (inverse)
894_0	['C(C(CO)(C(CC(O)=O)O)O)(O)=O']	['O', 'C(CC(C(C(CO)=O)=O)O)(O)=O']	Benzilic Acid Rearrangement (inverse)
896_0	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	['O', 'C(CO)(C(C(C(CO)=O)=O)O)=O']	Benzilic Acid Rearrangement (inverse)
898_0	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	['O', 'C(C(C(C(CO)=O)=O)(CO)O)=O']	Benzilic Acid Rearrangement (inverse)
900_0	['C(C(CO)(CO)O)(O)=O']	['O', 'C(C(CO)=O)(CO)=O']	Benzilic Acid Rearrangement (inverse)
902_0	['C(C(C(CC(C)O)O)O)(O)=O']	['O', 'C(C(C(CC(C)O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
904_0	['C(CC(C(C(O)=O)O)O)(O)=O']	['O', 'C(CC(C(C=O)=O)O)(O)=O']	Benzilic Acid Rearrangement (inverse)
906_0	['C(C(C(C(CO)=O)O)O)(O)=O']	['O', 'C(CO)(C(C(C=O)=O)O)=O']	Benzilic Acid Rearrangement (inverse)
908_0	['C(C(CO)(C(C(O)=O)O)O)=O']	['O', 'C(C(C(C=O)=O)(CO)O)=O']	Benzilic Acid Rearrangement (inverse)
910_0	['C(C(C(C)O)O)(O)=O']	['O', 'C(C(C(C)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
912_0	['C(C(C(O)=O)O)(O)=O']	['O', 'C(C(C(O)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)
914_0	['C(C(C)(C(C(O)=O)O)O)(O)=O']	['O', 'C(C(C(C(C)=O)=O)O)(O)=O']	Benzilic Acid Rearrangement (inverse)
916_0	['C(C(C)(C(C(O)=O)O)O)(O)=O']	['O', 'C(C(C(C=O)=O)(C)O)(O)=O']	Benzilic Acid Rearrangement (inverse)
918_0	['C(C(C)O)(O)=O']	['O', 'C(C(C)=O)=O']	Benzilic Acid Rearrangement (inverse)
920_0	['C(C(C=O)(C)O)(O)=O']	['O', 'C(C(C(C)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)
922_0	['C(C(C=O)O)(O)=O']	['O', 'C(C(C=O)=O)=O']	Benzilic Acid Rearrangement (inverse)
924_0	['C(C(C(CC(O)=O)=O)(C)O)(O)=O']	['O', 'C(CC(C(C(C)=O)=O)=O)(O)=O']	Benzilic Acid Rearrangement (inverse)
926_0	['C(C(C(C(C(O)=O)O)=O)C)(O)=O']	['O', 'C(C(C(C(C=O)=O)=O)C)(O)=O']	Benzilic Acid Rearrangement (inverse)
928_0	['C(C(C=C)(CO)O)(O)=O']	['O', 'C=CC(C(CO)=O)=O']	Benzilic Acid Rearrangement (inverse)
930_0	['C(C(C(C(O)=O)=C)(CO)O)(O)=O']	['O', 'C=C(C(O)=O)C(C(CO)=O)=O']	Benzilic Acid Rearrangement (inverse)
932_0	['C(C(C(C(C(O)=O)=C)O)O)(O)=O']	['O', 'C=C(C(O)=O)C(C(C=O)=O)O']	Benzilic Acid Rearrangement (inverse)
933_0	['C(C1(C=C(C(O1)=O)C)O)(O)=O']	['O', 'C1(C(C)=CC(C(O1)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)
934_0	['C(C1(CC(C(O1)=O)=C)O)(O)=O']	['O', 'C=C1C(OC(C(C1)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)
935_0	['C(C(C(C(C)O)O)O)(O)=O']	['O', 'C(C(C(C(C)O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
937_0	['C(C(C)(C(CO)O)O)(O)=O']	['O', 'C(C(C)=O)(C(CO)O)=O']	Benzilic Acid Rearrangement (inverse)
938_0	['C(C(C(C(O)=O)O)O)(O)=O']	['O', 'C(C(C(C=O)=O)O)(O)=O']	Benzilic Acid Rearrangement (inverse)
940_0	['C1(C(C)(C(C(O)=O)(CO1)O)O)=O']	['O', 'C1(C(C(C(CO1)=O)=O)(C)O)=O']	Benzilic Acid Rearrangement (inverse)
941_0	['C(C1(CC(C(C1)=O)=O)O)(O)=O']	['C(C(O)=O)(CC(C(C)=O)=O)=O']	Retro Aldol
942_0	['C(C(C(C)O)C(CC(C)O)O)=O']	['C(C)=O', 'C(CC(CC(C)O)O)=O']	Retro Aldol
942_1	['C(C(C(C)O)C(CC(C)O)O)=O']	['C(C)=O', 'C(CC(CC(C)O)O)=O']	Knoevenagel C (inverse)
943_0	['C(C(C(C)O)C(CC(C)O)O)=O']	['C(CC(C)O)=O', 'C(CC(C)O)=O']	Retro Aldol
943_1	['C(C(C(C)O)C(CC(C)O)O)=O']	['C(CC(C)O)=O', 'C(CC(C)O)=O']	Knoevenagel C (inverse)
944_0	['C(C(C(CC(O)=O)O)C(C)O)=O']	['C(C)=O', 'C(CC(CC=O)O)(O)=O']	Retro Aldol
944_1	['C(C(C(CC(O)=O)O)C(C)O)=O']	['C(C)=O', 'C(CC(CC=O)O)(O)=O']	Knoevenagel C (inverse)
945_0	['C(C(C(CC(O)=O)O)C(C)O)=O']	['C(CC(C)O)=O', 'C(CC(O)=O)=O']	Retro Aldol
945_1	['C(C(C(CC(O)=O)O)C(C)O)=O']	['C(CC(C)O)=O', 'C(CC(O)=O)=O']	Knoevenagel C (inverse)
946_0	['C(C(C=O)C(CC(C)O)O)(O)=O']	['C(CC(C)O)=O', 'C(CC(O)=O)=O']	Retro Aldol
946_1	['C(C(C=O)C(CC(C)O)O)(O)=O']	['C(CC(C)O)=O', 'C(CC(O)=O)=O']	Knoevenagel C (inverse)
947_0	['C(C(C=O)C(CC(C)O)O)(O)=O']	['C(=O)=O', 'C(CC(CC(C)O)O)=O']	Retro Aldol
947_1	['C(C(C=O)C(CC(C)O)O)(O)=O']	['C(=O)=O', 'C(CC(CC(C)O)O)=O']	Beta Decarboxylation
948_0	['C(C(C(C)O)C(C(CO)=O)O)=O']	['C(C)=O', 'C(CC(C(CO)=O)O)=O']	Retro Aldol
948_1	['C(C(C(C)O)C(C(CO)=O)O)=O']	['C(C)=O', 'C(CC(C(CO)=O)O)=O']	Knoevenagel C (inverse)
949_0	['C(C(C(C)O)C(C(CO)=O)O)=O']	['C(CC(C)O)=O', 'C(C(CO)=O)=O']	Retro Aldol
949_1	['C(C(C(C)O)C(C(CO)=O)O)=O']	['C(CC(C)O)=O', 'C(C(CO)=O)=O']	Knoevenagel C (inverse)
950_0	['C(C(C(C)O)C(C=O)(CO)O)=O']	['C(C)=O', 'C(C(CO)(CC=O)O)=O']	Retro Aldol
950_1	['C(C(C(C)O)C(C=O)(CO)O)=O']	['C(C)=O', 'C(C(CO)(CC=O)O)=O']	Knoevenagel C (inverse)
951_0	['C(C(C(C)O)C(C=O)(CO)O)=O']	['C(CC(C)O)=O', 'C(C(CO)=O)=O']	Retro Aldol
951_1	['C(C(C(C)O)C(C=O)(CO)O)=O']	['C(CC(C)O)=O', 'C(C(CO)=O)=O']	Knoevenagel C (inverse)
952_0	['C(C(C(C)O)C(C=O)(CO)O)=O']	['C=O', 'C(C(C(C)O)C(C=O)O)=O']	Retro Aldol
952_1	['C(C(C(C)O)C(C=O)(CO)O)=O']	['C=O', 'C(C(C(C)O)C(C=O)O)=O']	Knoevenagel H (inv)
954_0	['C(C(C(C(CC(C)O)O)O)=O)=O']	['C(C=O)=O', 'C(C(CC(C)O)O)=O']	Retro Aldol
955_0	['C(C(C(C(CC(C)O)O)O)=O)=O']	['C(CC(C)O)=O', 'C(C(CO)=O)=O']	Retro Aldol
955_1	['C(C(C(C(CC(C)O)O)O)=O)=O']	['C(CC(C)O)=O', 'C(C(CO)=O)=O']	Knoevenagel H (inv)
956_0	['C(C(CO)C(C)O)=O']	['C(C)=O', 'C(CCO)=O']	Retro Aldol
956_1	['C(C(CO)C(C)O)=O']	['C(C)=O', 'C(CCO)=O']	Knoevenagel C (inverse)
957_0	['C(C(CO)C(C)O)=O']	['C(CC(C)O)=O', 'C=O']	Retro Aldol
957_1	['C(C(CO)C(C)O)=O']	['C(CC(C)O)=O', 'C=O']	Knoevenagel C (inverse)
958_0	['C(C(C=O)C(CC(O)=O)O)(O)=O']	['C(=O)=O', 'C(CC(CC=O)O)(O)=O']	Retro Aldol
958_1	['C(C(C=O)C(CC(O)=O)O)(O)=O']	['C(=O)=O', 'C(CC(CC=O)O)(O)=O']	Beta Decarboxylation
959_0	['C(C(C=O)C(CC(O)=O)O)(O)=O']	['C(CC(O)=O)=O', 'C(CC(O)=O)=O']	Retro Aldol
959_1	['C(C(C=O)C(CC(O)=O)O)(O)=O']	['C(CC(O)=O)=O', 'C(CC(O)=O)=O']	Knoevenagel C (inverse)
960_0	['C(C(C=O)C(C(CO)=O)O)(O)=O']	['C(=O)=O', 'C(CC(C(CO)=O)O)=O']	Retro Aldol
960_1	['C(C(C=O)C(C(CO)=O)O)(O)=O']	['C(=O)=O', 'C(CC(C(CO)=O)O)=O']	Beta Decarboxylation
961_0	['C(C(C=O)C(C(CO)=O)O)(O)=O']	['C(CC(O)=O)=O', 'C(C(CO)=O)=O']	Retro Aldol
961_1	['C(C(C=O)C(C(CO)=O)O)(O)=O']	['C(CC(O)=O)=O', 'C(C(CO)=O)=O']	Knoevenagel C (inverse)
962_0	['C(C(C=O)C(C=O)(CO)O)(O)=O']	['C(=O)=O', 'C(C(CO)(CC=O)O)=O']	Retro Aldol
962_1	['C(C(C=O)C(C=O)(CO)O)(O)=O']	['C(=O)=O', 'C(C(CO)(CC=O)O)=O']	Beta Decarboxylation
963_0	['C(C(C=O)C(C=O)(CO)O)(O)=O']	['C(CC(O)=O)=O', 'C(C(CO)=O)=O']	Retro Aldol
963_1	['C(C(C=O)C(C=O)(CO)O)(O)=O']	['C(CC(O)=O)=O', 'C(C(CO)=O)=O']	Knoevenagel C (inverse)
964_0	['C(C(C=O)C(C=O)(CO)O)(O)=O']	['C=O', 'C(C(C=O)C(C=O)O)(O)=O']	Retro Aldol
964_1	['C(C(C=O)C(C=O)(CO)O)(O)=O']	['C=O', 'C(C(C=O)C(C=O)O)(O)=O']	Knoevenagel H (inv)
966_0	['C(CC(C(C(C=O)=O)O)O)(O)=O']	['C(C=O)=O', 'C(CC(C=O)O)(O)=O']	Retro Aldol
967_0	['C(CC(C(C(C=O)=O)O)O)(O)=O']	['C(CC(O)=O)=O', 'C(C(CO)=O)=O']	Retro Aldol
967_1	['C(CC(C(C(C=O)=O)O)O)(O)=O']	['C(CC(O)=O)=O', 'C(C(CO)=O)=O']	Knoevenagel H (inv)
968_0	['C(C(C=O)CO)(O)=O']	['C(=O)=O', 'C(CCO)=O']	Retro Aldol
968_1	['C(C(C=O)CO)(O)=O']	['C(=O)=O', 'C(CCO)=O']	Beta Decarboxylation
969_0	['C(C(C=O)CO)(O)=O']	['C(CC(O)=O)=O', 'C=O']	Retro Aldol
969_1	['C(C(C=O)CO)(O)=O']	['C(CC(O)=O)=O', 'C=O']	Knoevenagel C (inverse)
970_0	['C(C(C(CO)C(C)O)=O)(O)=O']	['C(C)=O', 'C(C(CCO)=O)(O)=O']	Retro Aldol
970_1	['C(C(C(CO)C(C)O)=O)(O)=O']	['C(C)=O', 'C(C(CCO)=O)(O)=O']	Knoevenagel C (inverse)
971_0	['C(C(C(CO)C(C)O)=O)(O)=O']	['C(C(CC(C)O)=O)(O)=O', 'C=O']	Retro Aldol
971_1	['C(C(C(CO)C(C)O)=O)(O)=O']	['C(C(CC(C)O)=O)(O)=O', 'C=O']	Knoevenagel C (inverse)
972_0	['C(C(CO)C(C(O)=O)(C)O)=O']	['C(C(C)=O)(O)=O', 'C(CCO)=O']	Retro Aldol
972_1	['C(C(CO)C(C(O)=O)(C)O)=O']	['C(C(C)=O)(O)=O', 'C(CCO)=O']	Knoevenagel C (inverse)
973_0	['C(C(CO)C(C(O)=O)(C)O)=O']	['C(C(C)(CC=O)O)(O)=O', 'C=O']	Retro Aldol
973_1	['C(C(CO)C(C(O)=O)(C)O)=O']	['C(C(C)(CC=O)O)(O)=O', 'C=O']	Knoevenagel C (inverse)
974_0	['C(C(C(C(O)=O)=O)CO)(O)=O']	['C(=O)=O', 'C(C(CCO)=O)(O)=O']	Retro Aldol
974_1	['C(C(C(C(O)=O)=O)CO)(O)=O']	['C(=O)=O', 'C(C(CCO)=O)(O)=O']	Beta Decarboxylation
975_0	['C(C(C(C(O)=O)=O)CO)(O)=O']	['C(CC(C(O)=O)=O)(O)=O', 'C=O']	Retro Aldol
975_1	['C(C(C(C(O)=O)=O)CO)(O)=O']	['C(CC(C(O)=O)=O)(O)=O', 'C=O']	Knoevenagel C (inverse)
976_0	['C(C(C(C(C(C)=O)=O)CO)=O)(O)=O']	['C(C(O)=O)(CC(C(C)=O)=O)=O', 'C=O']	Retro Aldol
976_1	['C(C(C(C(C(C)=O)=O)CO)=O)(O)=O']	['C(C(O)=O)(CC(C(C)=O)=O)=O', 'C=O']	Knoevenagel C (inverse)
977_0	['C(C(CC(C(CCO)=O)=O)=O)(O)=O']	['C(C(O)=O)(CC(C(C)=O)=O)=O', 'C=O']	Retro Aldol
979_0	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C=O)=O', 'C(C(C(CO)=O)O)=O']	Retro Aldol
980_0	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C(CO)=O)=O', 'C(C(CO)=O)=O']	Retro Aldol
980_1	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C(CO)=O)=O', 'C(C(CO)=O)=O']	Knoevenagel H (inv)
981_0	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(CO)(CO)=O', 'C(C(C=O)=O)=O']	Retro Aldol
981_1	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(CO)(CO)=O', 'C(C(C=O)=O)=O']	Knoevenagel H (inv)
983_0	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(C=O)=O', 'C(C(C=O)(CO)O)=O']	Retro Aldol
984_0	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(C(CO)=O)=O', 'C(C(CO)=O)=O']	Retro Aldol
984_1	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(C(CO)=O)=O', 'C(C(CO)=O)=O']	Knoevenagel H (inv)
986_0	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(C(C=O)=O)=O', 'C(C(CO)O)=O']	Retro Aldol
986_1	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(C(C=O)=O)=O', 'C(C(CO)O)=O']	Knoevenagel C (inverse)
986_2	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(C(C=O)=O)=O', 'C(C(CO)O)=O']	Knoevenagel H (inv)
987_0	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C=O', 'C(C(C(C(C=O)=O)O)O)=O']	Retro Aldol
987_1	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C=O', 'C(C(C(C(C=O)=O)O)O)=O']	Knoevenagel C (inverse)
987_2	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C=O', 'C(C(C(C(C=O)=O)O)O)=O']	Knoevenagel H (inv)
989_0	['C(C(C(CO)O)=O)=O']	['C(C=O)=O', 'C(CO)=O']	Retro Aldol
990_0	['C(C(C(CO)O)=O)=O']	['C(C(CO)=O)=O', 'C=O']	Retro Aldol
990_1	['C(C(C(CO)O)=O)=O']	['C(C(CO)=O)=O', 'C=O']	Knoevenagel H (inv)
991_0	['C=C(C(O)=O)C(C(C(O)=O)=O)CO']	['C=O', 'C=C(C(O)=O)CC(C(O)=O)=O']	Retro Aldol
992_0	['C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O']	['C=O', 'C(C1(C)CC(C(O1)=O)=O)(O)=O']	Retro Aldol
992_1	['C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O']	['C=O', 'C(C1(C)CC(C(O1)=O)=O)(O)=O']	Knoevenagel C (inverse)
993_0	['C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O']	['C=O', 'C1(C(C)(CC(C(O1)=O)=O)O)=O']	Retro Aldol
993_1	['C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O']	['C=O', 'C1(C(C)(CC(C(O1)=O)=O)O)=O']	Knoevenagel C (inverse)
994_0	['C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O']	['C(C(OC(C(C)=O)=O)=O)(CCO)=O']	Retro Aldol
994_1	['C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O']	['C(C(OC(C(C)=O)=O)=O)(CCO)=O']	Knoevenagel C (inverse)
995_0	['C(CC(CC(C)O)O)=O']	['C(C)=O', 'C(CC(C)O)=O']	Retro Aldol
996_0	['C(C(C(C)O)C(C)O)=O']	['C(C)=O', 'C(CC(C)O)=O']	Retro Aldol
996_1	['C(C(C(C)O)C(C)O)=O']	['C(C)=O', 'C(CC(C)O)=O']	Knoevenagel C (inverse)
997_0	['C(CC(CC=O)O)(O)=O']	['C(C)=O', 'C(CC(O)=O)=O']	Retro Aldol
998_0	['C(C(C=O)C(C)O)(O)=O']	['C(C)=O', 'C(CC(O)=O)=O']	Retro Aldol
998_1	['C(C(C=O)C(C)O)(O)=O']	['C(C)=O', 'C(CC(O)=O)=O']	Knoevenagel C (inverse)
999_0	['C(C(C=O)C(C)O)(O)=O']	['C(=O)=O', 'C(CC(C)O)=O']	Retro Aldol
999_1	['C(C(C=O)C(C)O)(O)=O']	['C(=O)=O', 'C(CC(C)O)=O']	Beta Decarboxylation
1000_0	['C(C(CC(C)O)(CC=O)O)(O)=O']	['C(C)=O', 'C(C(CC(C)O)=O)(O)=O']	Retro Aldol
1001_0	['C(C(C(C(C)O)C(C)O)=O)(O)=O']	['C(C)=O', 'C(C(CC(C)O)=O)(O)=O']	Retro Aldol
1001_1	['C(C(C(C(C)O)C(C)O)=O)(O)=O']	['C(C)=O', 'C(C(CC(C)O)=O)(O)=O']	Knoevenagel C (inverse)
1002_0	['C(C(C)(CC(CC=O)O)O)(O)=O']	['C(C)=O', 'C(C(C)(CC=O)O)(O)=O']	Retro Aldol
1003_0	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	['C(C)=O', 'C(C(C)(CC=O)O)(O)=O']	Retro Aldol
1003_1	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	['C(C)=O', 'C(C(C)(CC=O)O)(O)=O']	Knoevenagel C (inverse)
1004_0	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	['C(C(C)=O)(O)=O', 'C(CC(C)O)=O']	Retro Aldol
1004_1	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	['C(C(C)=O)(O)=O', 'C(CC(C)O)=O']	Knoevenagel C (inverse)
1005_0	['C(CC(C(O)=O)(CC=O)O)(O)=O']	['C(C)=O', 'C(CC(C(O)=O)=O)(O)=O']	Retro Aldol
1006_0	['C(C(C(C(O)=O)=O)C(C)O)(O)=O']	['C(C)=O', 'C(CC(C(O)=O)=O)(O)=O']	Retro Aldol
1006_1	['C(C(C(C(O)=O)=O)C(C)O)(O)=O']	['C(C)=O', 'C(CC(C(O)=O)=O)(O)=O']	Knoevenagel C (inverse)
1007_0	['C(C(C(C(O)=O)=O)C(C)O)(O)=O']	['C(=O)=O', 'C(C(CC(C)O)=O)(O)=O']	Retro Aldol
1007_1	['C(C(C(C(O)=O)=O)C(C)O)(O)=O']	['C(=O)=O', 'C(C(CC(C)O)=O)(O)=O']	Beta Decarboxylation
1008_0	['C(CC(C(CO)=O)O)=O']	['C(C)=O', 'C(C(CO)=O)=O']	Retro Aldol
1009_0	['C(C(CO)(CC=O)O)=O']	['C(C)=O', 'C(C(CO)=O)=O']	Retro Aldol
1010_0	['C(C(CO)(CC=O)O)=O']	['C=O', 'C(CC(C=O)O)=O']	Retro Aldol
1010_1	['C(C(CO)(CC=O)O)=O']	['C=O', 'C(CC(C=O)O)=O']	Knoevenagel H (inv)
1012_0	['C(C(C(C(C)O)O)=O)=O']	['C(C=O)=O', 'C(C(C)O)=O']	Retro Aldol
1013_0	['C(C(C(C(C)O)O)=O)=O']	['C(C)=O', 'C(C(CO)=O)=O']	Retro Aldol
1013_1	['C(C(C(C(C)O)O)=O)=O']	['C(C)=O', 'C(C(CO)=O)=O']	Knoevenagel H (inv)
1014_0	['C(CCO)=O']	['C(C)=O', 'C=O']	Retro Aldol
1015_0	['C(C(C(O)=O)C(O)=O)=O']	['C(=O)=O', 'C(CC(O)=O)=O']	Retro Aldol
1015_1	['C(C(C(O)=O)C(O)=O)=O']	['C(=O)=O', 'C(CC(O)=O)=O']	Beta Decarboxylation
1016_0	['C(C(C=O)C(C(O)=O)(C)O)(O)=O']	['C(=O)=O', 'C(C(C)(CC=O)O)(O)=O']	Retro Aldol
1016_1	['C(C(C=O)C(C(O)=O)(C)O)(O)=O']	['C(=O)=O', 'C(C(C)(CC=O)O)(O)=O']	Beta Decarboxylation
1017_0	['C(C(C=O)C(C(O)=O)(C)O)(O)=O']	['C(C(C)=O)(O)=O', 'C(CC(O)=O)=O']	Retro Aldol
1017_1	['C(C(C=O)C(C(O)=O)(C)O)(O)=O']	['C(C(C)=O)(O)=O', 'C(CC(O)=O)=O']	Knoevenagel C (inverse)
1018_0	['C(C(C(O)=O)C(C(O)=O)=O)(O)=O']	['C(=O)=O', 'C(CC(C(O)=O)=O)(O)=O']	Retro Aldol
1018_1	['C(C(C(O)=O)C(C(O)=O)=O)(O)=O']	['C(=O)=O', 'C(CC(C(O)=O)=O)(O)=O']	Beta Decarboxylation
1020_0	['C(C(C(C=O)=O)O)(O)=O']	['C(C=O)=O', 'C(C(O)=O)=O']	Retro Aldol
1021_0	['C(C(C(C=O)=O)O)(O)=O']	['C(=O)=O', 'C(C(CO)=O)=O']	Retro Aldol
1021_1	['C(C(C(C=O)=O)O)(O)=O']	['C(=O)=O', 'C(C(CO)=O)=O']	Beta Decarboxylation
1022_0	['C(C(CC(CC(C)O)O)=O)(O)=O']	['C(C(C)=O)(O)=O', 'C(CC(C)O)=O']	Retro Aldol
1023_0	['C(CC(CC(C(O)=O)=O)O)(O)=O']	['C(C(C)=O)(O)=O', 'C(CC(O)=O)=O']	Retro Aldol
1024_0	['C(CO)(C(CC(C(O)=O)=O)O)=O']	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	Retro Aldol
1025_0	['C(C(CO)(CC(C(O)=O)=O)O)=O']	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	Retro Aldol
1026_0	['C(C(CO)(CC(C(O)=O)=O)O)=O']	['C=O', 'C(C(CC(C(O)=O)=O)O)=O']	Retro Aldol
1026_1	['C(C(CO)(CC(C(O)=O)=O)O)=O']	['C=O', 'C(C(CC(C(O)=O)=O)O)=O']	Knoevenagel H (inv)
1027_0	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	['C(C=O)=O', 'C(C(C=O)(C)O)(O)=O']	Retro Aldol
1028_0	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	Retro Aldol
1028_1	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	Knoevenagel H (inv)
1029_0	['C(C(CCO)=O)(O)=O']	['C(C(C)=O)(O)=O', 'C=O']	Retro Aldol
1030_0	['C(C(CO)=O)(C(C)O)=O']	['C=O', 'C(C(C(C)O)=O)=O']	Retro Aldol
1031_0	['C(C(CO)=O)(C(C)O)=O']	['C(C)=O', 'C(C(CO)=O)=O']	Retro Aldol
1032_0	['C(C(C(CO)=O)=O)(O)=O']	['C=O', 'C(C(C(O)=O)=O)=O']	Retro Aldol
1033_0	['C(C(C(CO)=O)=O)(O)=O']	['C(=O)=O', 'C(C(CO)=O)=O']	Retro Aldol
1033_1	['C(C(C(CO)=O)=O)(O)=O']	['C(=O)=O', 'C(C(CO)=O)=O']	Alpha-Keto Acid Decarboxylation
1034_0	['C(C(C(C(C)=O)=O)(CO)O)(O)=O']	['C=O', 'C(C(C(C(C)=O)=O)O)(O)=O']	Retro Aldol
1034_1	['C(C(C(C(C)=O)=O)(CO)O)(O)=O']	['C=O', 'C(C(C(C(C)=O)=O)O)(O)=O']	Knoevenagel C (inverse)
1034_2	['C(C(C(C(C)=O)=O)(CO)O)(O)=O']	['C=O', 'C(C(C(C(C)=O)=O)O)(O)=O']	Knoevenagel H (inv)
1035_0	['C(C(C(C(C)=O)=O)(CO)O)(O)=O']	['C(=O)=O', 'C(C(C)=O)(C(CO)O)=O']	Retro Aldol
1036_0	['C(C(C(C(C)=O)=O)(CO)O)(O)=O']	['C(C(CO)=O)(O)=O', 'C(C(C)=O)=O']	Retro Aldol
1037_0	['C(C(C(C(CO)=O)=O)(C)O)(O)=O']	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	Retro Aldol
1038_0	['C(C(C(C(CO)=O)=O)(C)O)(O)=O']	['C(=O)=O', 'C(C(CO)=O)(C(C)O)=O']	Retro Aldol
1039_0	['C(C(C(C(CO)=O)=O)(C)O)(O)=O']	['C=O', 'C(C(C(C=O)=O)(C)O)(O)=O']	Retro Aldol
1040_0	['C(C(C(C(C(C)=O)=O)O)O)(O)=O']	['C(C(C=O)O)(O)=O', 'C(C(C)=O)=O']	Retro Aldol
1042_0	['C(C(C(C(C(C)=O)=O)O)O)(O)=O']	['C(C(O)=O)=O', 'C(C(CO)=O)(C)=O']	Retro Aldol
1042_1	['C(C(C(C(C(C)=O)=O)O)O)(O)=O']	['C(C(O)=O)=O', 'C(C(CO)=O)(C)=O']	Knoevenagel H (inv)
1043_0	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	['C(CO)(CO)=O', 'C(C(CO)=O)(O)=O']	Retro Aldol
1043_1	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	['C(CO)(CO)=O', 'C(C(CO)=O)(O)=O']	Knoevenagel H (inv)
1044_0	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	['C(C(CO)=O)(O)=O', 'C(C(CO)O)=O']	Retro Aldol
1044_1	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	['C(C(CO)=O)(O)=O', 'C(C(CO)O)=O']	Knoevenagel C (inverse)
1044_2	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	['C(C(CO)=O)(O)=O', 'C(C(CO)O)=O']	Knoevenagel H (inv)
1046_0	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	['C=O', 'C(C(CO)(C(C=O)O)O)(O)=O']	Retro Aldol
1046_1	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	['C=O', 'C(C(CO)(C(C=O)O)O)(O)=O']	Knoevenagel C (inverse)
